Source,Target,Weight
Mandalay Community Center,Myanmar Cultural Research Society,1
Mandalay Community Center,Myanmar People Alliance (Shan State),1
Mandalay Community Center,Olive Organization,1
Mandalay Community Center,Progressive Voice,1
Myanmar Cultural Research Society,and Ta'ang Women's Organization,1
Mandalay Community Center,Reliable Organization,1
Mandalay Community Center,Synergy - Social Harmony Organization,1
Mandalay Community Center,Thint Myat Lo Thu Myar (Peace Seekers and Multiculturalist Movement),1
Mandalay Community Center,and Ta'ang Women's Organization,1
Myanmar Cultural Research Society,Myanmar People Alliance (Shan State),1
Myanmar Cultural Research Society,Olive Organization,1
Myanmar Cultural Research Society,Pon Yate,1
Myanmar Cultural Research Society,Progressive Voice,1
Myanmar Cultural Research Society,Reliable Organization,1
Myanmar Cultural Research Society,Synergy - Social Harmony Organization,1
Myanmar Cultural Research Society,Thint Myat Lo Thu Myar (Peace Seekers and Multiculturalist Movement),1
Karen Human Rights Group,Koung Jor Shan Refugee Camp,1
Karen Human Rights Group,Karenni Social Welfare and Development Center,1
Karen Human Rights Group,Karenni Refugee Committee,1
Karen Human Rights Group,Karenni National Women’s Organization,1
Action Committee for Democracy Development,and Ta'ang Women's Organization,1
Athan – Freedom of Expression Activist Organization,Burma Monitor (Research and Monitoring),1
Athan – Freedom of Expression Activist Organization,Generation Wave,1
Athan – Freedom of Expression Activist Organization,Kachin Women's Association Thailand,1
Athan – Freedom of Expression Activist Organization,Karen Human Rights Group,1
Athan – Freedom of Expression Activist Organization,Mandalay Community Center,1
Athan – Freedom of Expression Activist Organization,Myanmar Cultural Research Society,1
Athan – Freedom of Expression Activist Organization,Myanmar People Alliance (Shan State),1
Athan – Freedom of Expression Activist Organization,Olive Organization,1
Athan – Freedom of Expression Activist Organization,Pon Yate,1
Athan – Freedom of Expression Activist Organization,Progressive Voice,1
Athan – Freedom of Expression Activist Organization,Reliable Organization,1
Athan – Freedom of Expression Activist Organization,Synergy - Social Harmony Organization,1
Athan – Freedom of Expression Activist Organization,Thint Myat Lo Thu Myar (Peace Seekers and Multiculturalist Movement),1
Athan – Freedom of Expression Activist Organization,and Ta'ang Women's Organization,1
Burma Monitor (Research and Monitoring),Generation Wave,1
Burma Monitor (Research and Monitoring),Kachin Women's Association Thailand,1
Burma Monitor (Research and Monitoring),Karen Human Rights Group,1
Burma Monitor (Research and Monitoring),Mandalay Community Center,1
Burma Monitor (Research and Monitoring),Myanmar Cultural Research Society,1
Burma Monitor (Research and Monitoring),Myanmar People Alliance (Shan State),1
Burma Monitor (Research and Monitoring),Olive Organization,1
Burma Monitor (Research and Monitoring),Pon Yate,1
Burma Monitor (Research and Monitoring),Progressive Voice,1
Burma Monitor (Research and Monitoring),Reliable Organization,1
Action Committee for Democracy Development,Thint Myat Lo Thu Myar (Peace Seekers and Multiculturalist Movement),1
Action Committee for Democracy Development,Synergy - Social Harmony Organization,1
Action Committee for Democracy Development,Reliable Organization,1
"- NB: in the registration database, it is registered as an individual submission by PV Myanmar on webpage number 7",Synergy - Social Harmony Organization,1
"- NB: in the registration database, it is registered as an individual submission by PV Myanmar on webpage number 7",Burma Monitor (Research and Monitoring),1
"- NB: in the registration database, it is registered as an individual submission by PV Myanmar on webpage number 7",Generation Wave,1
"- NB: in the registration database, it is registered as an individual submission by PV Myanmar on webpage number 7",Kachin Women's Association Thailand,1
"- NB: in the registration database, it is registered as an individual submission by PV Myanmar on webpage number 7",Karen Human Rights Group,1
"- NB: in the registration database, it is registered as an individual submission by PV Myanmar on webpage number 7",Mandalay Community Center,1
"- NB: in the registration database, it is registered as an individual submission by PV Myanmar on webpage number 7",Myanmar Cultural Research Society,1
"- NB: in the registration database, it is registered as an individual submission by PV Myanmar on webpage number 7",Myanmar People Alliance (Shan State),1
"- NB: in the registration database, it is registered as an individual submission by PV Myanmar on webpage number 7",Olive Organization,1
"- NB: in the registration database, it is registered as an individual submission by PV Myanmar on webpage number 7",Pon Yate,1
"- NB: in the registration database, it is registered as an individual submission by PV Myanmar on webpage number 7",Progressive Voice,1
"- NB: in the registration database, it is registered as an individual submission by PV Myanmar on webpage number 7",Reliable Organization,1
"- NB: in the registration database, it is registered as an individual submission by PV Myanmar on webpage number 7",Thint Myat Lo Thu Myar (Peace Seekers and Multiculturalist Movement),1
Action Committee for Democracy Development,Progressive Voice,1
"- NB: in the registration database, it is registered as an individual submission by PV Myanmar on webpage number 7",and Ta'ang Women's Organization,1
Action Committee for Democracy Development,Athan – Freedom of Expression Activist Organization,1
Action Committee for Democracy Development,Burma Monitor (Research and Monitoring),1
Action Committee for Democracy Development,Generation Wave,1
Action Committee for Democracy Development,Kachin Women's Association Thailand,1
Action Committee for Democracy Development,Karen Human Rights Group,1
Action Committee for Democracy Development,Mandalay Community Center,1
Action Committee for Democracy Development,Myanmar Cultural Research Society,1
Action Committee for Democracy Development,Myanmar People Alliance (Shan State),1
Action Committee for Democracy Development,Olive Organization,1
Action Committee for Democracy Development,Pon Yate,1
Burma Monitor (Research and Monitoring),Synergy - Social Harmony Organization,1
Burma Monitor (Research and Monitoring),Thint Myat Lo Thu Myar (Peace Seekers and Multiculturalist Movement),1
Burma Monitor (Research and Monitoring),and Ta'ang Women's Organization,1
Kachin Women’s Association Thailand,Karenni Education Department,1
Kachin Women's Association Thailand,Olive Organization,1
Kachin Women's Association Thailand,Pon Yate,1
Kachin Women's Association Thailand,Progressive Voice,1
Kachin Women's Association Thailand,Reliable Organization,1
Kachin Women's Association Thailand,Synergy - Social Harmony Organization,1
Kachin Women's Association Thailand,Thint Myat Lo Thu Myar (Peace Seekers and Multiculturalist Movement),1
Kachin Women's Association Thailand,and Ta'ang Women's Organization,1
Kachin Women’s Association Thailand,Karen Human Rights Group,1
Kachin Women’s Association Thailand,Karen Refugee Committee,1
Kachin Women’s Association Thailand,Karen Student Network Group,1
Kachin Women’s Association Thailand,Karen Women’s Organization,1
Kachin Women’s Association Thailand,Karenni Legal and Human Rights Center,1
Kachin Women's Association Thailand,Myanmar Cultural Research Society,1
Kachin Women’s Association Thailand,Karenni National Women’s Organization,1
Kachin Women’s Association Thailand,Karenni Refugee Committee,1
Kachin Women’s Association Thailand,Karenni Social Welfare and Development Center,1
Kachin Women’s Association Thailand,Koung Jor Shan Refugee Camp,1
Kachin Women’s Association Thailand,Progressive Voice,1
Kachin Women’s Association Thailand,and Ta’ang Women’s Organization,1
Karen Human Rights Group,Karen Refugee Committee,1
Karen Human Rights Group,Karen Student Network Group,1
Karen Human Rights Group,Karen Women’s Organization,1
Karen Human Rights Group,Karenni Education Department,1
Karen Human Rights Group,Karenni Legal and Human Rights Center,1
Kachin Women's Association Thailand,Myanmar People Alliance (Shan State),1
Kachin Women's Association Thailand,Mandalay Community Center,1
Generation Wave,Kachin Women's Association Thailand,1
Human Rights Foundation of Monland,Kachin Women’s Association Thailand,1
Generation Wave,Karen Human Rights Group,1
Generation Wave,Mandalay Community Center,1
Generation Wave,Myanmar Cultural Research Society,1
Generation Wave,Myanmar People Alliance (Shan State),1
Generation Wave,Olive Organization,1
Generation Wave,Pon Yate,1
Generation Wave,Progressive Voice,1
Generation Wave,Reliable Organization,1
Generation Wave,Synergy - Social Harmony Organization,1
Generation Wave,Thint Myat Lo Thu Myar (Peace Seekers and Multiculturalist Movement),1
Generation Wave,and Ta'ang Women's Organization,1
Human Rights Foundation of Monland,Karen Human Rights Group,1
Kachin Women's Association Thailand,Karen Human Rights Group,1
Human Rights Foundation of Monland,Karen Refugee Committee,1
Human Rights Foundation of Monland,Karen Student Network Group,1
Human Rights Foundation of Monland,Karen Women’s Organization,1
Human Rights Foundation of Monland,Karenni Education Department,1
Human Rights Foundation of Monland,Karenni Legal and Human Rights Center,1
Human Rights Foundation of Monland,Karenni National Women’s Organization,1
Human Rights Foundation of Monland,Karenni Refugee Committee,1
Human Rights Foundation of Monland,Karenni Social Welfare and Development Center,1
Human Rights Foundation of Monland,Koung Jor Shan Refugee Camp,1
Human Rights Foundation of Monland,Progressive Voice,1
Human Rights Foundation of Monland,and Ta’ang Women’s Organization,1
Thint Myat Lo Thu Myar (Peace Seekers and Multiculturalist Movement),and Ta'ang Women's Organization,1
