Source,Target,Weight
Lebanese Center for Human Rights – CLDH,Proud Lebanon,1
Lebanese Center for Human Rights – CLDH,Restart,1
Lebanese Center for Human Rights – CLDH,"Together Against the Death Penalty – ECPM), Beirut (Lebanon)",1
Lebanese Committee for Peace and Freedom (LCPF),Permanent Peace Movement (PPM),1
Lebanese Committee for Peace and Freedom (LCPF),Women's International League for Peace and Freedom (WILPF),1
International Humanitarian Relief,Refugees = Partners,1
"Institute on Statelessness and Inclusion), Beirut (Lebanon)",Ruwad al Houkouk Frontiers Rights,1
"Institute on Statelessness and Inclusion), Beirut (Lebanon)",Salam for Democracy and Human Rights,1
House of Peace,Sawa,1
Global Campaign for Equal Nationality Rights,Institute on Statelessness and Inclusion (which includes Collective for Research & Training on Development- Action,1
Global Campaign for Equal Nationality Rights,Institute on Statelessness and Inclusion Beirut (Lebanon),1
Global Campaign for Equal Nationality Rights,"Institute on Statelessness and Inclusion), Beirut (Lebanon)",1
Global Campaign for Equal Nationality Rights,Lebanese Union for People with Physical Disabilities (which includes Ruwad al Houkouk Frontiers Rights,1
Global Campaign for Equal Nationality Rights,My Nationality is a Right for Me and my Family (Campaign),1
Global Campaign for Equal Nationality Rights,Ruwad al Houkouk Frontiers Rights,1
Gulf Centre for Human Rights (GCHR),"International Media Support (IMS) & Social Media Exchange (SMEX)), Johannesburg (South Africa)",1
House of Peace,"Manara Network), Beirut (Lebanon)",1
House of Peace,Nabaa,1
House of Peace,PAX for Peace,1
House of Peace,Refugee Protection Watch (RPW),1
House of Peace,Upinion,1
Frontiers Ruwad,Restart,1
House of Peace,Urda,1
House of Peace,WG PASC (Working Group for the Persons Affected by the Syrian Crisis),1
Housing and Land Rights Network,"Lebanese Observatory for Workers and Employees Rights, Beirut (Lebanon)",1
Housing and Land Rights Network,Lebanon Support,1
Institute on Statelessness and Inclusion (which includes Collective for Research & Training on Development- Action,"Institute on Statelessness and Inclusion), Beirut (Lebanon)",1
Institute on Statelessness and Inclusion (which includes Collective for Research & Training on Development- Action,My Nationality is a Right for Me and my Family (Campaign),1
Institute on Statelessness and Inclusion (which includes Collective for Research & Training on Development- Action,Ruwad al Houkouk Frontiers Rights,1
Institute on Statelessness and Inclusion (which includes Collective for Research & Training on Development- Action,Salam for Democracy and Human Rights,1
Institute on Statelessness and Inclusion Beirut (Lebanon),Lebanese Union for People with Physical Disabilities (which includes Ruwad al Houkouk Frontiers Rights,1
Institute on Statelessness and Inclusion Beirut (Lebanon),Salam for Democracy and Human Rights,1
"Institute on Statelessness and Inclusion), Beirut (Lebanon)",My Nationality is a Right for Me and my Family (Campaign),1
Lebanese Committee for Peace and Freedom (LCPF),and Centre for Defending Civil Rights and Liberties (CDCRL),1
Lebanese Democratic Women's Gathering 9rdfl),Palestinian Human Rights Organisation (which includes EuroMed Rights,1
Lebanese Democratic Women's Gathering 9rdfl),Refugee Rights Center (Returnees),1
PAX for Peace,WG PASC (Working Group for the Persons Affected by the Syrian Crisis),1
Palestinian Human Rights Organisation (which includes EuroMed Rights,"Women Charitable Association, Development Action Without Borders Association (Nab'a)",1
Palestinian Human Rights Organisation (which includes EuroMed Rights,"Youth Association for Development, Churches Complex for Social Service, Development Center for Strategic Studies and Human Resource Development), Beirut (Lebanon)",1
Permanent Peace Movement (PPM),Women's International League for Peace and Freedom (WILPF),1
Permanent Peace Movement (PPM),and Centre for Defending Civil Rights and Liberties (CDCRL),1
Proud Lebanon,Restart,1
Proud Lebanon,"Together Against the Death Penalty – ECPM), Beirut (Lebanon)",1
Refugee Protection Watch (RPW),Sawa,1
Refugee Protection Watch (RPW),Upinion,1
Refugee Protection Watch (RPW),Urda,1
Refugee Protection Watch (RPW),WG PASC (Working Group for the Persons Affected by the Syrian Crisis),1
Refugee Rights Center (Returnees),"Women Charitable Association, Development Action Without Borders Association (Nab'a)",1
Refugee Rights Center (Returnees),"Youth Association for Development, Churches Complex for Social Service, Development Center for Strategic Studies and Human Resource Development), Beirut (Lebanon)",1
Refugees = Partners,Syrian League for Citizenship,1
Refugees = Partners,Violation Documentation Center in Syria,1
Restart,"Together Against the Death Penalty – ECPM), Beirut (Lebanon)",1
Ruwad al Houkouk FR,"and SALAM for Democracy and Human Rights, Beirut (Lebanon)",1
Ruwad al Houkouk Frontiers Rights,Salam for Democracy and Human Rights,1
Sawa,Upinion,1
Sawa,Urda,1
Sawa,WG PASC (Working Group for the Persons Affected by the Syrian Crisis),1
Syrian League for Citizenship,Violation Documentation Center in Syria,1
Upinion,Urda,1
Upinion,WG PASC (Working Group for the Persons Affected by the Syrian Crisis),1
Urda,WG PASC (Working Group for the Persons Affected by the Syrian Crisis),1
"Women Charitable Association, Development Action Without Borders Association (Nab'a)","Youth Association for Development, Churches Complex for Social Service, Development Center for Strategic Studies and Human Resource Development), Beirut (Lebanon)",1
Palestinian Human Rights Organisation (which includes EuroMed Rights,Refugee Rights Center (Returnees),1
PAX for Peace,Urda,1
Lebanese Democratic Women's Gathering 9rdfl),"Women Charitable Association, Development Action Without Borders Association (Nab'a)",1
PAX for Peace,Upinion,1
Lebanese Democratic Women's Gathering 9rdfl),"Youth Association for Development, Churches Complex for Social Service, Development Center for Strategic Studies and Human Resource Development), Beirut (Lebanon)",1
"Lebanese Observatory for Workers and Employees Rights, Beirut (Lebanon)",Lebanon Support,1
Lebanese Union for People with Physical Disabilities (which includes Ruwad al Houkouk Frontiers Rights,Salam for Democracy and Human Rights,1
Legal Agenda,Proud Lebanon,1
Legal Agenda,Restart,1
Legal Agenda,"Together Against the Death Penalty – ECPM), Beirut (Lebanon)",1
"Manara Network), Beirut (Lebanon)",Nabaa,1
"Manara Network), Beirut (Lebanon)",PAX for Peace,1
"Manara Network), Beirut (Lebanon)",Refugee Protection Watch (RPW),1
"Manara Network), Beirut (Lebanon)",Sawa,1
"Manara Network), Beirut (Lebanon)",Upinion,1
"Manara Network), Beirut (Lebanon)",Urda,1
"Manara Network), Beirut (Lebanon)",WG PASC (Working Group for the Persons Affected by the Syrian Crisis),1
Mouvement Social,"and Himaya), Beirut (Lebanon)",1
My Nationality is a Right for Me and my Family (Campaign),Ruwad al Houkouk Frontiers Rights,1
My Nationality is a Right for Me and my Family (Campaign),Salam for Democracy and Human Rights,1
Nabaa,PAX for Peace,1
Nabaa,Refugee Protection Watch (RPW),1
Nabaa,Sawa,1
Nabaa,Upinion,1
Nabaa,Urda,1
Nabaa,WG PASC (Working Group for the Persons Affected by the Syrian Crisis),1
Office International de l’Enseignement Catholique (OIEC),"Secrétariat Général des Ecoles Catholiques au Liban (SGEC-L)), Veyrier (Switzerland)",1
PAX for Peace,Refugee Protection Watch (RPW),1
PAX for Peace,Sawa,1
Frontiers Ruwad,"Together Against the Death Penalty – ECPM), Beirut (Lebanon)",1
Frontiers Ruwad,Proud Lebanon,1
11.11.11,Basmeh and Zeitouneh,1
Basmeh and Zeitouneh,"Manara Network), Beirut (Lebanon)",1
Access Center for Human Rights,Refugees = Partners,1
Access Center for Human Rights,Syrian League for Citizenship,1
Access Center for Human Rights,Violation Documentation Center in Syria,1
Arab NGO Network for Development,Civil Rights and Liberties (which include Alef act for Human Rights,1
Arab NGO Network for Development,Frontiers Ruwad,1
Arab NGO Network for Development,Housing and Land Rights Network,1
Arab NGO Network for Development,Lebanese Center for Human Rights – CLDH,1
Arab NGO Network for Development,"Lebanese Observatory for Workers and Employees Rights, Beirut (Lebanon)",1
Arab NGO Network for Development,Lebanon Support,1
Arab NGO Network for Development,Legal Agenda,1
Arab NGO Network for Development,Proud Lebanon,1
Arab NGO Network for Development,Restart,1
Arab NGO Network for Development,"Together Against the Death Penalty – ECPM), Beirut (Lebanon)",1
"Arab NGO Network for Development –ANND, Beirut (Lebanon)",Coalition on Political Rights and Freedoms (CPRF) (which includes ALEF – Act for human rights,1
"Arab NGO Network for Development –ANND, Beirut (Lebanon)",Lebanese Association for Democratic Election – LADE,1
"Arab NGO Network for Development –ANND, Beirut (Lebanon)",Lebanese Transparency Association,1
"Arab NGO Network for Development), Beirut (Lebanon)",Coalition on Access to Justice in Lebanon (which includes The Legal Agenda,1
"Association for Justice and Mercy (AJEM) Proud Lebanon, Restart Center for rehabilitation of victims of violence and torture), Beirut (Lebanon)",Lebanese Center for Human Rights (CLDH),1
"Basmeh & Zeitooneh Relief & Development), Beirut (Lebanon)",Coalition of NGOs for UPR-Lebanon (which includes Syrian Center for Policy Research,1
"Basmeh & Zeitooneh Relief & Development), Beirut (Lebanon)",International Humanitarian Relief,1
"Basmeh & Zeitooneh Relief & Development), Beirut (Lebanon)",Issam Fares Institute for Public Policy and International Affair,1
"Basmeh & Zeitooneh Relief & Development), Beirut (Lebanon)",Refugees = Partners,1
"Basmeh & Zeitooneh Relief & Development), Beirut (Lebanon)",Syrian League for Citizenship,1
"Basmeh & Zeitooneh Relief & Development), Beirut (Lebanon)",Violation Documentation Center in Syria,1
Basmeh and Zeitouneh,Coalition of NGOs for UPR-Lebanon (Syrian Refugees) (which includes ALEF – act for Human Rights,1
Access Center for Human Rights,Issam Fares Institute for Public Policy and International Affair,1
Access Center for Human Rights,International Humanitarian Relief,1
Access Center for Human Rights,Coalition of NGOs for UPR-Lebanon (which includes Syrian Center for Policy Research,1
ALEF Coalition (ALEF act for human rights (ALEF),Lebanese Center for Human Rights (CLDH),1
11.11.11,Coalition of NGOs for UPR-Lebanon (Syrian Refugees) (which includes ALEF – act for Human Rights,1
11.11.11,House of Peace,1
11.11.11,"Manara Network), Beirut (Lebanon)",1
11.11.11,Nabaa,1
11.11.11,PAX for Peace,1
11.11.11,Refugee Protection Watch (RPW),1
11.11.11,Sawa,1
11.11.11,Upinion,1
11.11.11,Urda,1
11.11.11,WG PASC (Working Group for the Persons Affected by the Syrian Crisis),1
ALEF Coalition (ALEF act for human rights (ALEF),"Association for Justice and Mercy (AJEM) Proud Lebanon, Restart Center for rehabilitation of victims of violence and torture), Beirut (Lebanon)",1
ALEF Pax (ALEF Act for human rights,"Pax), Beirut (Lebanon)",1
Access Center for Human Rights,"Basmeh & Zeitooneh Relief & Development), Beirut (Lebanon)",1
Abaad,Basmeh and Zeitouneh,1
Abaad,Coalition of NGOs for UPR-Lebanon (Syrian Refugees) (which includes ALEF – act for Human Rights,1
Abaad,House of Peace,1
Abaad,"Manara Network), Beirut (Lebanon)",1
Abaad,Nabaa,1
Abaad,PAX for Peace,1
Abaad,Refugee Protection Watch (RPW),1
Abaad,Sawa,1
Abaad,Upinion,1
Abaad,Urda,1
Abaad,WG PASC (Working Group for the Persons Affected by the Syrian Crisis),1
Basmeh and Zeitouneh,House of Peace,1
Basmeh and Zeitouneh,Nabaa,1
Frontiers Ruwad,Legal Agenda,1
Basmeh and Zeitouneh,PAX for Peace,1
Civil Rights and Liberties (which include Alef act for Human Rights,Restart,1
Civil Rights and Liberties (which include Alef act for Human Rights,"Together Against the Death Penalty – ECPM), Beirut (Lebanon)",1
Coalition of NGOs for UPR-Lebanon (Syrian Refugees) (which includes ALEF – act for Human Rights,House of Peace,1
Coalition of NGOs for UPR-Lebanon (Syrian Refugees) (which includes ALEF – act for Human Rights,"Manara Network), Beirut (Lebanon)",1
Coalition of NGOs for UPR-Lebanon (Syrian Refugees) (which includes ALEF – act for Human Rights,Nabaa,1
Coalition of NGOs for UPR-Lebanon (Syrian Refugees) (which includes ALEF – act for Human Rights,PAX for Peace,1
Coalition of NGOs for UPR-Lebanon (Syrian Refugees) (which includes ALEF – act for Human Rights,Refugee Protection Watch (RPW),1
Coalition of NGOs for UPR-Lebanon (Syrian Refugees) (which includes ALEF – act for Human Rights,Sawa,1
Coalition of NGOs for UPR-Lebanon (Syrian Refugees) (which includes ALEF – act for Human Rights,Upinion,1
Coalition of NGOs for UPR-Lebanon (Syrian Refugees) (which includes ALEF – act for Human Rights,Urda,1
Coalition of NGOs for UPR-Lebanon (Syrian Refugees) (which includes ALEF – act for Human Rights,WG PASC (Working Group for the Persons Affected by the Syrian Crisis),1
Coalition of NGOs for UPR-Lebanon (which includes Syrian Center for Policy Research,International Humanitarian Relief,1
Coalition of NGOs for UPR-Lebanon (which includes Syrian Center for Policy Research,Issam Fares Institute for Public Policy and International Affair,1
Coalition of NGOs for UPR-Lebanon (which includes Syrian Center for Policy Research,Refugees = Partners,1
Coalition of NGOs for UPR-Lebanon (which includes Syrian Center for Policy Research,Syrian League for Citizenship,1
Coalition of NGOs for UPR-Lebanon (which includes Syrian Center for Policy Research,Violation Documentation Center in Syria,1
Coalition on Political Rights and Freedoms (CPRF) (which includes ALEF – Act for human rights,Lebanese Association for Democratic Election – LADE,1
Coalition on Political Rights and Freedoms (CPRF) (which includes ALEF – Act for human rights,Lebanese Transparency Association,1
Equality Now,Institute on Statelessness and Inclusion (which includes Collective for Research & Training on Development- Action,1
Equality Now,Institute on Statelessness and Inclusion Beirut (Lebanon),1
Equality Now,"Institute on Statelessness and Inclusion), Beirut (Lebanon)",1
Equality Now,Lebanese Union for People with Physical Disabilities (which includes Ruwad al Houkouk Frontiers Rights,1
Equality Now,My Nationality is a Right for Me and my Family (Campaign),1
Equality Now,Ruwad al Houkouk Frontiers Rights,1
Frontiers Ruwad,Lebanese Center for Human Rights – CLDH,1
Civil Rights and Liberties (which include Alef act for Human Rights,Proud Lebanon,1
Civil Rights and Liberties (which include Alef act for Human Rights,Legal Agenda,1
Civil Rights and Liberties (which include Alef act for Human Rights,Lebanese Center for Human Rights – CLDH,1
"Brothers Association for Social Cultural Work, Galilee Association for Development",Lebanese Democratic Women's Gathering 9rdfl),1
Basmeh and Zeitouneh,Refugee Protection Watch (RPW),1
Basmeh and Zeitouneh,Sawa,1
Basmeh and Zeitouneh,Upinion,1
Basmeh and Zeitouneh,Urda,1
Basmeh and Zeitouneh,WG PASC (Working Group for the Persons Affected by the Syrian Crisis),1
Beirut (Lebanon),Lebanese Committee for Peace and Freedom (LCPF),1
Beirut (Lebanon),Permanent Peace Movement (PPM),1
Beirut (Lebanon),Women's International League for Peace and Freedom (WILPF),1
Beirut (Lebanon),and Centre for Defending Civil Rights and Liberties (CDCRL),1
"Brothers Association for Social Cultural Work, Galilee Association for Development",Cairo Institute for Human Rights Studies (CIHRS),1
"Brothers Association for Social Cultural Work, Galilee Association for Development",Lebanese Center for Human Rights (CLDH),1
"Brothers Association for Social Cultural Work, Galilee Association for Development",Palestinian Human Rights Organisation (which includes EuroMed Rights,1
Civil Rights and Liberties (which include Alef act for Human Rights,Frontiers Ruwad,1
"Brothers Association for Social Cultural Work, Galilee Association for Development",Refugee Rights Center (Returnees),1
"Brothers Association for Social Cultural Work, Galilee Association for Development","Women Charitable Association, Development Action Without Borders Association (Nab'a)",1
"Brothers Association for Social Cultural Work, Galilee Association for Development","Youth Association for Development, Churches Complex for Social Service, Development Center for Strategic Studies and Human Resource Development), Beirut (Lebanon)",1
"CIVICUS (which includes CIVICUS: World Alliance for Citizen Participation, NGO in General Consultative Status with ECOSOC",Gulf Centre for Human Rights (GCHR),1
"CIVICUS (which includes CIVICUS: World Alliance for Citizen Participation, NGO in General Consultative Status with ECOSOC","International Media Support (IMS) & Social Media Exchange (SMEX)), Johannesburg (South Africa)",1
Cairo Institute for Human Rights Studies (CIHRS),Lebanese Center for Human Rights (CLDH),1
Cairo Institute for Human Rights Studies (CIHRS),Lebanese Democratic Women's Gathering 9rdfl),1
Cairo Institute for Human Rights Studies (CIHRS),Palestinian Human Rights Organisation (which includes EuroMed Rights,1
Cairo Institute for Human Rights Studies (CIHRS),Refugee Rights Center (Returnees),1
Cairo Institute for Human Rights Studies (CIHRS),"Women Charitable Association, Development Action Without Borders Association (Nab'a)",1
Cairo Institute for Human Rights Studies (CIHRS),"Youth Association for Development, Churches Complex for Social Service, Development Center for Strategic Studies and Human Resource Development), Beirut (Lebanon)",1
Women's International League for Peace and Freedom (WILPF),and Centre for Defending Civil Rights and Liberties (CDCRL),1
