Source,Target,Weight
Horas Association for Development and Training,"Local Community Development Association, Corsier (Switzerland)",1
Horas Association for Development and Training,Justice Association for Development and Human Rights,1
Herak Association for Development,Women for Development Association,1
Herak Association for Development,Voice of Youth for Training and Development,1
Herak Association for Development,Upper Egypt Development Association,1
Herak Association for Development,The Social Association for Media Professionals,1
Herak Association for Development,The Egyptian Youth Council,1
Herak Association for Development,The Egyptian Arab Association for Cooperation and Sustainable Development,1
Herak Association for Development,The Arab Centre for Human Rights,1
Herak Association for Development,Shabab Alkheir Association for Development and Services,1
Herak Association for Development,Qadroun for Comprehensive Development,1
Herak Association for Development,"Partnership Network International (PNI), HOMENA, Participatory Development Solutions (PDS), Abnaa El-Mahrousa For Development And Participation (El-MAHROUSA), Mashreq Foundation for Development and Population, DOING. In collaboration with: Egyptians Without Borders Foundation for Development",1
Herak Association for Development,Mehna Mostakbal Association for Development,1
Herak Association for Development,"Local Community Development Association, Corsier (Switzerland)",1
Mashreq Foundation For Development And Population,"Women For Development Association, Cairo (Egypt)",1
Mehna Mostakbal Association For Development,Participatory Developmen Solutions (PDS),1
Mehna Mostakbal Association For Development,Partnership Network International (PNI),1
The Arab Centre for Human Rights,Upper Egypt Development Association,1
The Arab Centre for Human Rights,The Egyptian Youth Council,1
The Arab Centre for Human Rights,The Egyptian Arab Association for Cooperation and Sustainable Development,1
Shabab Alkheir Association for Development and Services,Women for Development Association,1
Shabab Alkheir Association for Development and Services,Voice of Youth for Training and Development,1
Shabab Alkheir Association for Development and Services,Upper Egypt Development Association,1
Shabab Alkheir Association for Development and Services,The Social Association for Media Professionals,1
Shabab Alkheir Association for Development and Services,The Egyptian Youth Council,1
Shabab Alkheir Association for Development and Services,The Egyptian Arab Association for Cooperation and Sustainable Development,1
Shabab Alkheir Association for Development and Services,The Arab Centre for Human Rights,1
Shabab Alkheir Association For Development And Services,"Women For Development Association, Cairo (Egypt)",1
Shabab Alkheir Association For Development And Services,The Egyptian Youth Council,1
Qadroun for Comprehensive Development,Women for Development Association,1
Qadroun for Comprehensive Development,Voice of Youth for Training and Development,1
Qadroun for Comprehensive Development,Upper Egypt Development Association,1
Qadroun for Comprehensive Development,The Social Association for Media Professionals,1
The Arab Centre for Human Rights,The Social Association for Media Professionals,1
The Arab Centre for Human Rights,Voice of Youth for Training and Development,1
Qadroun for Comprehensive Development,The Egyptian Arab Association for Cooperation and Sustainable Development,1
The Arab Centre for Human Rights,Women for Development Association,1
Upper Egypt Development Association,Women for Development Association,1
Upper Egypt Development Association,Voice of Youth for Training and Development,1
The Social Association for Media Professionals,Women for Development Association,1
The Social Association for Media Professionals,Voice of Youth for Training and Development,1
The Social Association for Media Professionals,Upper Egypt Development Association,1
The Egyptian Youth Council,Women for Development Association,1
The Egyptian Youth Council,"Women For Development Association, Cairo (Egypt)",1
The Egyptian Youth Council,Voice of Youth for Training and Development,1
The Egyptian Youth Council,Upper Egypt Development Association,1
The Egyptian Youth Council,The Social Association for Media Professionals,1
The Egyptian Arab Association for Cooperation and Sustainable Development,Women for Development Association,1
The Egyptian Arab Association for Cooperation and Sustainable Development,Voice of Youth for Training and Development,1
The Egyptian Arab Association for Cooperation and Sustainable Development,Upper Egypt Development Association,1
The Egyptian Arab Association for Cooperation and Sustainable Development,The Social Association for Media Professionals,1
The Egyptian Arab Association for Cooperation and Sustainable Development,The Egyptian Youth Council,1
Qadroun for Comprehensive Development,The Egyptian Youth Council,1
Qadroun for Comprehensive Development,The Arab Centre for Human Rights,1
Mehna Mostakbal Association For Development,Qadroun For Comprehensive Development,1
Participatory Developmen Solutions (PDS),The Egyptian Youth Council,1
Participatory Developmen Solutions (PDS),Qadroun For Comprehensive Development,1
Participatory Developmen Solutions (PDS),Partnership Network International (PNI),1
Mehna Mostakbal Association for Development,Women for Development Association,1
Mehna Mostakbal Association for Development,Voice of Youth for Training and Development,1
Mehna Mostakbal Association for Development,Upper Egypt Development Association,1
Mehna Mostakbal Association for Development,The Social Association for Media Professionals,1
Mehna Mostakbal Association for Development,The Egyptian Youth Council,1
Mehna Mostakbal Association for Development,The Egyptian Arab Association for Cooperation and Sustainable Development,1
Mehna Mostakbal Association for Development,The Arab Centre for Human Rights,1
Mehna Mostakbal Association for Development,Shabab Alkheir Association for Development and Services,1
Mehna Mostakbal Association for Development,Qadroun for Comprehensive Development,1
Mehna Mostakbal Association for Development,"Partnership Network International (PNI), HOMENA, Participatory Development Solutions (PDS), Abnaa El-Mahrousa For Development And Participation (El-MAHROUSA), Mashreq Foundation for Development and Population, DOING. In collaboration with: Egyptians Without Borders Foundation for Development",1
Mehna Mostakbal Association For Development,"Women For Development Association, Cairo (Egypt)",1
Mehna Mostakbal Association For Development,The Egyptian Youth Council,1
Mehna Mostakbal Association For Development,Shabab Alkheir Association For Development And Services,1
Participatory Developmen Solutions (PDS),Shabab Alkheir Association For Development And Services,1
Participatory Developmen Solutions (PDS),"Women For Development Association, Cairo (Egypt)",1
Qadroun for Comprehensive Development,Shabab Alkheir Association for Development and Services,1
Partnership Network International (PNI),Qadroun For Comprehensive Development,1
Qadroun For Comprehensive Development,"Women For Development Association, Cairo (Egypt)",1
Qadroun For Comprehensive Development,The Egyptian Youth Council,1
Qadroun For Comprehensive Development,Shabab Alkheir Association For Development And Services,1
"Partnership Network International (PNI), HOMENA, Participatory Development Solutions (PDS), Abnaa El-Mahrousa For Development And Participation (El-MAHROUSA), Mashreq Foundation for Development and Population, DOING. In collaboration with: Egyptians Without Borders Foundation for Development",Women for Development Association,1
"Partnership Network International (PNI), HOMENA, Participatory Development Solutions (PDS), Abnaa El-Mahrousa For Development And Participation (El-MAHROUSA), Mashreq Foundation for Development and Population, DOING. In collaboration with: Egyptians Without Borders Foundation for Development",Voice of Youth for Training and Development,1
"Partnership Network International (PNI), HOMENA, Participatory Development Solutions (PDS), Abnaa El-Mahrousa For Development And Participation (El-MAHROUSA), Mashreq Foundation for Development and Population, DOING. In collaboration with: Egyptians Without Borders Foundation for Development",Upper Egypt Development Association,1
"Partnership Network International (PNI), HOMENA, Participatory Development Solutions (PDS), Abnaa El-Mahrousa For Development And Participation (El-MAHROUSA), Mashreq Foundation for Development and Population, DOING. In collaboration with: Egyptians Without Borders Foundation for Development",The Social Association for Media Professionals,1
"Partnership Network International (PNI), HOMENA, Participatory Development Solutions (PDS), Abnaa El-Mahrousa For Development And Participation (El-MAHROUSA), Mashreq Foundation for Development and Population, DOING. In collaboration with: Egyptians Without Borders Foundation for Development",The Egyptian Youth Council,1
"Partnership Network International (PNI), HOMENA, Participatory Development Solutions (PDS), Abnaa El-Mahrousa For Development And Participation (El-MAHROUSA), Mashreq Foundation for Development and Population, DOING. In collaboration with: Egyptians Without Borders Foundation for Development",The Egyptian Arab Association for Cooperation and Sustainable Development,1
"Partnership Network International (PNI), HOMENA, Participatory Development Solutions (PDS), Abnaa El-Mahrousa For Development And Participation (El-MAHROUSA), Mashreq Foundation for Development and Population, DOING. In collaboration with: Egyptians Without Borders Foundation for Development",The Arab Centre for Human Rights,1
"Partnership Network International (PNI), HOMENA, Participatory Development Solutions (PDS), Abnaa El-Mahrousa For Development And Participation (El-MAHROUSA), Mashreq Foundation for Development and Population, DOING. In collaboration with: Egyptians Without Borders Foundation for Development",Shabab Alkheir Association for Development and Services,1
"Partnership Network International (PNI), HOMENA, Participatory Development Solutions (PDS), Abnaa El-Mahrousa For Development And Participation (El-MAHROUSA), Mashreq Foundation for Development and Population, DOING. In collaboration with: Egyptians Without Borders Foundation for Development",Qadroun for Comprehensive Development,1
Partnership Network International (PNI),"Women For Development Association, Cairo (Egypt)",1
Partnership Network International (PNI),The Egyptian Youth Council,1
Partnership Network International (PNI),Shabab Alkheir Association For Development And Services,1
Elhadaf Association for Human Rights,"Partnership Network International (PNI), HOMENA, Participatory Development Solutions (PDS), Abnaa El-Mahrousa For Development And Participation (El-MAHROUSA), Mashreq Foundation for Development and Population, DOING. In collaboration with: Egyptians Without Borders Foundation for Development",1
Elhadaf Association for Human Rights,Mehna Mostakbal Association for Development,1
Elhadaf Association for Human Rights,"Local Community Development Association, Corsier (Switzerland)",1
Al-Galala Association for Development,Shabab Alkheir Association for Development and Services,1
Al-Galala Association for Development,"Partnership Network International (PNI), HOMENA, Participatory Development Solutions (PDS), Abnaa El-Mahrousa For Development And Participation (El-MAHROUSA), Mashreq Foundation for Development and Population, DOING. In collaboration with: Egyptians Without Borders Foundation for Development",1
Al-Galala Association for Development,Mehna Mostakbal Association for Development,1
Al-Galala Association for Development,"Local Community Development Association, Corsier (Switzerland)",1
Al-Galala Association for Development,Justice Association for Development and Human Rights,1
Al-Galala Association for Development,Horas Association for Development and Training,1
Al-Galala Association for Development,Herak Association for Development,1
Al-Galala Association for Development,Elhadaf Association for Human Rights,1
Al-Galala Association for Development,Ehsebha Sah Association for Inclusive Development,1
Al-Galala Association for Development,CEDAW Association For Development and Human Rights,1
Al-Galala Association for Development,Alsalam Association for Community Development,1
Al-Farah Foundation for Development,Women for Development Association,1
Al-Farah Foundation for Development,Voice of Youth for Training and Development,1
Al-Farah Foundation for Development,Upper Egypt Development Association,1
Al-Farah Foundation for Development,The Social Association for Media Professionals,1
Al-Farah Foundation for Development,The Egyptian Youth Council,1
Al-Galala Association for Development,Qadroun for Comprehensive Development,1
Al-Galala Association for Development,The Arab Centre for Human Rights,1
Al-Farah Foundation for Development,The Arab Centre for Human Rights,1
Al-Galala Association for Development,The Egyptian Arab Association for Cooperation and Sustainable Development,1
Alsalam Association for Community Development,Qadroun for Comprehensive Development,1
Alsalam Association for Community Development,"Partnership Network International (PNI), HOMENA, Participatory Development Solutions (PDS), Abnaa El-Mahrousa For Development And Participation (El-MAHROUSA), Mashreq Foundation for Development and Population, DOING. In collaboration with: Egyptians Without Borders Foundation for Development",1
Alsalam Association for Community Development,Mehna Mostakbal Association for Development,1
Alsalam Association for Community Development,"Local Community Development Association, Corsier (Switzerland)",1
Alsalam Association for Community Development,Justice Association for Development and Human Rights,1
Alsalam Association for Community Development,Horas Association for Development and Training,1
Alsalam Association for Community Development,Herak Association for Development,1
Alsalam Association for Community Development,Elhadaf Association for Human Rights,1
Alsalam Association for Community Development,Ehsebha Sah Association for Inclusive Development,1
Alsalam Association for Community Development,CEDAW Association For Development and Human Rights,1
Al-Galala Association for Development,Women for Development Association,1
Al-Galala Association for Development,Voice of Youth for Training and Development,1
Al-Galala Association for Development,Upper Egypt Development Association,1
Al-Galala Association for Development,The Social Association for Media Professionals,1
Al-Galala Association for Development,The Egyptian Youth Council,1
Al-Farah Foundation for Development,The Egyptian Arab Association for Cooperation and Sustainable Development,1
Al-Farah Foundation for Development,Shabab Alkheir Association for Development and Services,1
Alsalam Association for Community Development,The Arab Centre for Human Rights,1
Abnaa El-Mahrousa for Development and Participation (El- Mahrousa),Mehna Mostakbal Association For Development,1
Abnaa El-Mahrousa for Development and Participation (El- Mahrousa),Herak Association For Development,1
Abnaa El-Mahrousa for Development and Participation (El- Mahrousa),Egyptians Without Borders foundation for development,1
Abnaa El-Mahrousa for Development and Participation (El- Mahrousa),DOING,1
Abnaa El-Mahrousa for Development and Participation (El- Mahrousa),CEDAW Association For Development And Human Rights,1
(EWB),"Women For Development Association, Cairo (Egypt)",1
(EWB),The Egyptian Youth Council,1
(EWB),Shabab Alkheir Association For Development And Services,1
(EWB),Qadroun For Comprehensive Development,1
(EWB),Partnership Network International (PNI),1
(EWB),Participatory Developmen Solutions (PDS),1
(EWB),Mehna Mostakbal Association For Development,1
(EWB),Mashreq Foundation For Development And Population,1
(EWB),Herak Association For Development,1
(EWB),Egyptians Without Borders foundation for development,1
(EWB),DOING,1
Abnaa El-Mahrousa for Development and Participation (El- Mahrousa),Mashreq Foundation For Development And Population,1
Abnaa El-Mahrousa for Development and Participation (El- Mahrousa),Participatory Developmen Solutions (PDS),1
Al-Farah Foundation for Development,Qadroun for Comprehensive Development,1
Abnaa El-Mahrousa for Development and Participation (El- Mahrousa),Partnership Network International (PNI),1
Al-Farah Foundation for Development,"Partnership Network International (PNI), HOMENA, Participatory Development Solutions (PDS), Abnaa El-Mahrousa For Development And Participation (El-MAHROUSA), Mashreq Foundation for Development and Population, DOING. In collaboration with: Egyptians Without Borders Foundation for Development",1
Al-Farah Foundation for Development,Mehna Mostakbal Association for Development,1
Al-Farah Foundation for Development,"Local Community Development Association, Corsier (Switzerland)",1
Al-Farah Foundation for Development,Justice Association for Development and Human Rights,1
Al-Farah Foundation for Development,Horas Association for Development and Training,1
Al-Farah Foundation for Development,Herak Association for Development,1
Al-Farah Foundation for Development,Elhadaf Association for Human Rights,1
Al-Farah Foundation for Development,Ehsebha Sah Association for Inclusive Development,1
Al-Farah Foundation for Development,CEDAW Association For Development and Human Rights,1
Al-Farah Foundation for Development,Alsalam Association for Community Development,1
Al-Farah Foundation for Development,Al-Galala Association for Development,1
Abnaa El-Mahrousa for Development and Participation (El- Mahrousa),"Women For Development Association, Cairo (Egypt)",1
Abnaa El-Mahrousa for Development and Participation (El- Mahrousa),The Egyptian Youth Council,1
Abnaa El-Mahrousa for Development and Participation (El- Mahrousa),Shabab Alkheir Association For Development And Services,1
Abnaa El-Mahrousa for Development and Participation (El- Mahrousa),Qadroun For Comprehensive Development,1
Alsalam Association for Community Development,Shabab Alkheir Association for Development and Services,1
Alsalam Association for Community Development,The Egyptian Arab Association for Cooperation and Sustainable Development,1
Elhadaf Association for Human Rights,Justice Association for Development and Human Rights,1
Ehsebha Sah Association for Inclusive Development,Elhadaf Association for Human Rights,1
Egyptians Without Borders foundation for development,The Egyptian Youth Council,1
Egyptians Without Borders foundation for development,Shabab Alkheir Association For Development And Services,1
Egyptians Without Borders foundation for development,Qadroun For Comprehensive Development,1
Egyptians Without Borders foundation for development,Partnership Network International (PNI),1
Egyptians Without Borders foundation for development,Participatory Developmen Solutions (PDS),1
Egyptians Without Borders foundation for development,Mehna Mostakbal Association For Development,1
Egyptians Without Borders foundation for development,Mashreq Foundation For Development And Population,1
Egyptians Without Borders foundation for development,Herak Association For Development,1
DOING,"Women For Development Association, Cairo (Egypt)",1
DOING,The Egyptian Youth Council,1
DOING,Shabab Alkheir Association For Development And Services,1
DOING,Qadroun For Comprehensive Development,1
DOING,Partnership Network International (PNI),1
DOING,Participatory Developmen Solutions (PDS),1
DOING,Mehna Mostakbal Association For Development,1
Egyptians Without Borders foundation for development,"Women For Development Association, Cairo (Egypt)",1
Ehsebha Sah Association for Inclusive Development,Herak Association for Development,1
DOING,Herak Association For Development,1
Ehsebha Sah Association for Inclusive Development,Horas Association for Development and Training,1
Elhadaf Association for Human Rights,Horas Association for Development and Training,1
Elhadaf Association for Human Rights,Herak Association for Development,1
Ehsebha Sah Association for Inclusive Development,Women for Development Association,1
Ehsebha Sah Association for Inclusive Development,Voice of Youth for Training and Development,1
Ehsebha Sah Association for Inclusive Development,Upper Egypt Development Association,1
Ehsebha Sah Association for Inclusive Development,The Social Association for Media Professionals,1
Ehsebha Sah Association for Inclusive Development,The Egyptian Youth Council,1
Ehsebha Sah Association for Inclusive Development,The Egyptian Arab Association for Cooperation and Sustainable Development,1
Ehsebha Sah Association for Inclusive Development,The Arab Centre for Human Rights,1
Ehsebha Sah Association for Inclusive Development,Shabab Alkheir Association for Development and Services,1
Ehsebha Sah Association for Inclusive Development,Qadroun for Comprehensive Development,1
Ehsebha Sah Association for Inclusive Development,"Partnership Network International (PNI), HOMENA, Participatory Development Solutions (PDS), Abnaa El-Mahrousa For Development And Participation (El-MAHROUSA), Mashreq Foundation for Development and Population, DOING. In collaboration with: Egyptians Without Borders Foundation for Development",1
Ehsebha Sah Association for Inclusive Development,Mehna Mostakbal Association for Development,1
Ehsebha Sah Association for Inclusive Development,"Local Community Development Association, Corsier (Switzerland)",1
Ehsebha Sah Association for Inclusive Development,Justice Association for Development and Human Rights,1
DOING,Mashreq Foundation For Development And Population,1
DOING,Egyptians Without Borders foundation for development,1
Alsalam Association for Community Development,The Egyptian Youth Council,1
CEDAW Association For Development And Human Rights,"Women For Development Association, Cairo (Egypt)",1
CEDAW Association For Development And Human Rights,Shabab Alkheir Association For Development And Services,1
CEDAW Association For Development And Human Rights,Qadroun For Comprehensive Development,1
CEDAW Association For Development And Human Rights,Partnership Network International (PNI),1
CEDAW Association For Development And Human Rights,Participatory Developmen Solutions (PDS),1
CEDAW Association For Development And Human Rights,Mehna Mostakbal Association For Development,1
CEDAW Association For Development And Human Rights,Mashreq Foundation For Development And Population,1
CEDAW Association For Development And Human Rights,Herak Association For Development,1
CEDAW Association For Development And Human Rights,Egyptians Without Borders foundation for development,1
CEDAW Association For Development And Human Rights,DOING,1
"Association of Freedom of Thought and Expression (AFTE), Cairo (Egypt), Access Now, New York (United States of America)","Small Media, London (United Kingdom of Great Britain and Northern Ireland)",1
"Arab Foundation for Civil Society and Human Rights Support, Cairo (Egypt) and Promising voices foundation for human rights and participatory development, Cairo, (Egypt)","Arab program For Human Rights Activists, Ottawa (Canada), The Arab Penal Reform Organization (APRO), Bernex (Switzerland)",1
Alsalam Association for Community Development,Women for Development Association,1
Alsalam Association for Community Development,Voice of Youth for Training and Development,1
Alsalam Association for Community Development,Upper Egypt Development Association,1
Alsalam Association for Community Development,The Social Association for Media Professionals,1
CEDAW Association For Development And Human Rights,The Egyptian Youth Council,1
CEDAW Association For Development and Human Rights,Ehsebha Sah Association for Inclusive Development,1
"Cairo Institute for Human Rights Studies (CIHRS), Geneva (Switzerland), The Freedom Initiative, Nadeem Center, Cairo (Egypt), Egyptian Front for Human Rights, Belady Center for Rights and Freedoms, Adalah Center for Rights and Freedoms (ADALAH), Cairo (Egypt), Committee for Justice (CFJ), Egyptian Commission for Rights and Freedoms (ECRF), Association of Freedom of Thought and Expression (AFTE), Arab Network for Human Rights Information (ANHRI), with contribution from the Alliance of Queer Egyptian Organizations (AQEO)",and Arab Penal Reform Organization (APRO),1
CEDAW Association For Development and Human Rights,Elhadaf Association for Human Rights,1
CEDAW Association For Development and Human Rights,Women for Development Association,1
CEDAW Association For Development and Human Rights,Voice of Youth for Training and Development,1
CEDAW Association For Development and Human Rights,Upper Egypt Development Association,1
CEDAW Association For Development and Human Rights,The Social Association for Media Professionals,1
CEDAW Association For Development and Human Rights,The Egyptian Youth Council,1
CEDAW Association For Development and Human Rights,The Egyptian Arab Association for Cooperation and Sustainable Development,1
CEDAW Association For Development and Human Rights,The Arab Centre for Human Rights,1
CEDAW Association For Development and Human Rights,Shabab Alkheir Association for Development and Services,1
CEDAW Association For Development and Human Rights,Qadroun for Comprehensive Development,1
CEDAW Association For Development and Human Rights,"Partnership Network International (PNI), HOMENA, Participatory Development Solutions (PDS), Abnaa El-Mahrousa For Development And Participation (El-MAHROUSA), Mashreq Foundation for Development and Population, DOING. In collaboration with: Egyptians Without Borders Foundation for Development",1
CEDAW Association For Development and Human Rights,Mehna Mostakbal Association for Development,1
CEDAW Association For Development and Human Rights,"Local Community Development Association, Corsier (Switzerland)",1
CEDAW Association For Development and Human Rights,Justice Association for Development and Human Rights,1
CEDAW Association For Development and Human Rights,Horas Association for Development and Training,1
CEDAW Association For Development and Human Rights,Herak Association for Development,1
Voice of Youth for Training and Development,Women for Development Association,1
